Brand,Model,Segment,Seats,Range(km),Efficiency(Wh/km),Weight(kg),0-100(sec),1-Stop Range(km),Battery(kWh),Fastcharge(kW),Towing(kg),Cargo Volume(L),Price/range(/km),Price($)
Polestar,2 Standard Range Single Motor,D,5,345 km,177 Wh/km,2015 kg,7.4 sec,389 km,61.0 kWh,116 kW,1500 kg,440 L,€133 /km,"€45,500"
Alfa,Romeo Junior Elettrica 54 kWh Veloce,B,5,310 km,164 Wh/km,1635 kg,6.0 sec,327 km,50.8 kWh,85 kW,0 kg,400 L,€156 /km,"€48,500"
Citroën,ë-Berlingo M 50 kWh,N,5,205 km,226 Wh/km,1739 kg,11.7 sec,221 km,46.3 kWh,78 kW,750 kg,571 L,€190 /km,"€37,790"
Audi,Q6 Sportback e-tron quattro,D,5,500 km,190 Wh/km,2400 kg,5.9 sec,595 km,94.9 kWh,200 kW,2400 kg,575 L,€160 /km,"€77,100"
Peugeot,e-208 50 kWh (MY25),B,5,295 km,157 Wh/km,1530 kg,9.0 sec,321 km,46.3 kWh,78 kW,0 kg,309 L,€115 /km,"€36,525"
CUPRA,Born 150 kW - 59 kWh,C,5,360 km,164 Wh/km,1842 kg,7.7 sec,416 km,59.0 kWh,110 kW,0 kg,385 L,€101 /km,"€40,450"
Lexus,RZ 350e (MY26),D,5,400 km,180 Wh/km,2005 kg,7.5 sec,433 km,72.0 kWh,110 kW,750 kg,522 L,€144 /km,"€57,100"
Audi,e-tron S Sportback,E,5,330 km,262 Wh/km,2730 kg,4.5 sec,348 km,86.5 kWh,146 kW,1800 kg,615 L,€292 /km,"€96,050"
Fisker,Ocean Extreme,D,5,490 km,217 Wh/km,2526 kg,3.9 sec,528 km,106.5 kWh,135 kW,1820 kg,476 L,€132 /km,"€63,590"
Volkswagen,ID.3 GTX Performance (MY24-26),C,5,465 km,170 Wh/km,1993 kg,5.6 sec,526 km,79.0 kWh,135 kW,0 kg,385 L,€108 /km,"€48,725"
Mini,Cooper JCW,B,4,290 km,170 Wh/km,1730 kg,5.9 sec,308 km,49.2 kWh,75 kW,0 kg,200 L,€156 /km,"€40,650"
Lexus,RZ 500e (MY26),D,5,395 km,182 Wh/km,2100 kg,4.6 sec,431 km,72.0 kWh,110 kW,1500 kg,522 L,€166 /km,"€63,000"
Volvo,C40 Recharge Pure Electric (MY23),C,5,335 km,200 Wh/km,2045 kg,7.4 sec,358 km,67.0 kWh,116 kW,1500 kg,450 L,€151 /km,"€48,850"
Citroën,ë-C4 X,C,5,290 km,160 Wh/km,1659 kg,9.9 sec,317 km,46.3 kWh,78 kW,0 kg,510 L,€115 /km,"€32,600"
Mini,Aceman JCW,B,5,280 km,176 Wh/km,1825 kg,6.4 sec,294 km,49.2 kWh,75 kW,750 kg,300 L,€170 /km,"€43,150"
BMW,i5 eDrive40 Touring (MY25),E,5,465 km,175 Wh/km,2255 kg,6.1 sec,529 km,81.2 kWh,136 kW,1500 kg,570 L,€167 /km,"€72,200"
Nissan,Micra Extended Range 52 kWh,B,5,330 km,158 Wh/km,1527 kg,8.0 sec,341 km,52.0 kWh,70 kW,500 kg,326 L,€98 /km,"€32,990"
Aiways,U5,C,5,315 km,190 Wh/km,1795 kg,7.5 sec,313 km,60.0 kWh,78 kW,unknown,432 L,€121 /km,"€35,993"
Audi,Q8 SUV e-tron 50 quattro,E,5,425 km,209 Wh/km,2585 kg,6.0 sec,443 km,89.0 kWh,146 kW,1800 kg,631 L,€179 /km,"€75,900"
Mercedes-Benz,EQS 500 4MATIC,F,5,640 km,184 Wh/km,2655 kg,4.9 sec,682 km,118.0 kWh,160 kW,1700 kg,620 L,€212 /km,"€125,378"
Nissan,e-NV200 Evalia,N,7,105 km,210 Wh/km,1614 kg,14.0 sec,112 km,22.0 kWh,36 kW,unknown,2000 L,€332 /km,"€37,602"
Fiat,500e Hatchback 24 kWh,B,4,135 km,158 Wh/km,1255 kg,9.0 sec,153 km,21.3 kWh,40 kW,0 kg,185 L,€219 /km,"€30,990"
Renault,Megane E-Tech EV60 130hp,C,5,380 km,158 Wh/km,1699 kg,10.5 sec,410 km,60.0 kWh,87 kW,500 kg,440 L,€111 /km,"€47,000"
Ford,Capri Standard Range RWD,D,5,320 km,163 Wh/km,1914 kg,9.0 sec,357 km,52.0 kWh,85 kW,1000 kg,572 L,€141 /km,"€44,950"
TOGG,T10F Standard Range RWD,D,5,295 km,169 Wh/km,1998 kg,7.2 sec,372 km,50.0 kWh,70 kW,0 kg,505 L,€116 /km,"€34,295"
Porsche,Taycan 4S Plus,F,5,460 km,182 Wh/km,2295 kg,4.0 sec,587 km,83.7 kWh,216 kW,0 kg,491 L,€245 /km,"€114,389"
Fisker,Ocean Ultra,D,5,500 km,213 Wh/km,2526 kg,4.2 sec,537 km,106.5 kWh,135 kW,1820 kg,476 L,€118 /km,"€58,900"
Smart,#1 Pro,B,5,250 km,188 Wh/km,1855 kg,6.7 sec,280 km,47.0 kWh,65 kW,0 kg,338 L,€147 /km,"€37,490"
Mercedes-Benz,EQS SUV 450+,F,7,540 km,219 Wh/km,2730 kg,6.8 sec,559 km,118.0 kWh,160 kW,750 kg,645 L,€219 /km,"€110,801"
Hyundai,Kona Electric 39 kWh,B,5,245 km,160 Wh/km,1610 kg,9.9 sec,223 km,39.2 kWh,37 kW,0 kg,361 L,€145 /km,"€34,850"
Porsche,Taycan GTS,F,5,450 km,186 Wh/km,2370 kg,3.7 sec,578 km,83.7 kWh,216 kW,0 kg,491 L,€306 /km,"€139,906"
Škoda,Enyaq iV 50 (MY21-23),C,5,305 km,170 Wh/km,1937 kg,11.3 sec,271 km,52.0 kWh,45 kW,0 kg,585 L,€131 /km,"€39,900"
Zeekr,X Long Range RWD (MY25),B,5,360 km,181 Wh/km,1930 kg,5.6 sec,401 km,65.0 kWh,114 kW,1600 kg,362 L,€121 /km,"€43,490"
Škoda,Enyaq RS (MY26),C,5,460 km,172 Wh/km,2236 kg,5.4 sec,520 km,79.0 kWh,135 kW,1800 kg,585 L,€127 /km,"€58,600"
Audi,Q8 Sportback e-tron 55 quattro,E,5,525 km,202 Wh/km,2585 kg,5.6 sec,543 km,106.0 kWh,144 kW,1800 kg,590 L,€169 /km,"€89,550"
XPENG,G9 RWD Standard Range (MY25),E,5,410 km,191 Wh/km,2285 kg,6.6 sec,528 km,78.2 kWh,280 kW,1500 kg,731 L,€145 /km,"€59,600"
Volkswagen,ID.7 Tourer Pro S (MY24-25),E,5,520 km,165 Wh/km,2235 kg,6.7 sec,589 km,86.0 kWh,145 kW,1000 kg,605 L,€117 /km,"€59,785"
BMW,i4 xDrive40,D,5,490 km,166 Wh/km,2260 kg,5.1 sec,562 km,81.1 kWh,130 kW,1600 kg,470 L,€134 /km,"€64,100"
Nissan,Ariya e-4ORCE 87kWh - 320 kW Nismo,C,5,385 km,226 Wh/km,2277 kg,5.0 sec,381 km,87.0 kWh,110 kW,unknown,415 L,€164 /km,"€63,990"
Peugeot,iOn,A,4,85 km,171 Wh/km,1140 kg,15.9 sec,101 km,14.5 kWh,30 kW,0 kg,166 L,€250 /km,"€21,800"
Volkswagen,ID.4 Pure Performance,C,5,285 km,182 Wh/km,1965 kg,9.0 sec,301 km,52.0 kWh,70 kW,1000 kg,543 L,€154 /km,"€39,955"
Mercedes-Benz,EQA 300 4MATIC,C,5,350 km,190 Wh/km,2105 kg,7.7 sec,359 km,66.5 kWh,100 kW,1800 kg,340 L,€170 /km,"€53,746"
Opel,Vivaro-e Combi M 75 kWh,N,9,265 km,260 Wh/km,2131 kg,13.3 sec,252 km,69.0 kWh,79 kW,1000 kg,507 L,€215 /km,"€56,942"
Audi,e-tron S,E,5,320 km,270 Wh/km,2730 kg,4.5 sec,332 km,86.5 kWh,146 kW,1800 kg,660 L,€294 /km,"€93,800"
Porsche,Taycan Turbo GT,F,5,475 km,204 Wh/km,2365 kg,2.3 sec,609 km,97.0 kWh,262 kW,0 kg,410 L,€494 /km,"€240,000"
Mercedes-Benz,eVito Tourer Long 90 kWh,N,8,325 km,277 Wh/km,2561 kg,12.1 sec,299 km,90.0 kWh,96 kW,0 kg,990 L,€241 /km,"€72,043"
Audi,e-tron Sportback 50 quattro,E,5,295 km,219 Wh/km,2445 kg,6.8 sec,315 km,64.7 kWh,114 kW,1800 kg,615 L,€244 /km,"€71,350"
Opel,Combo-e Life 50 kWh,N,7,205 km,226 Wh/km,1739 kg,11.7 sec,221 km,46.3 kWh,78 kW,750 kg,571 L,€198 /km,"€43,050"
Mercedes-Benz,EQA 350 4MATIC,C,5,350 km,190 Wh/km,2110 kg,6.0 sec,359 km,66.5 kWh,100 kW,1800 kg,340 L,€178 /km,"€56,424"
Volvo,EC40 Single Motor ER (MY26),C,5,420 km,188 Wh/km,2095 kg,7.3 sec,459 km,79.0 kWh,125 kW,1500 kg,435 L,€135 /km,"€57,190"
MG,IM6 Performance,D,5,440 km,219 Wh/km,2410 kg,3.5 sec,554 km,96.5 kWh,250 kW,unknown,697 L,€133 /km,"£50,995"
Polestar,2 Standard Range Single Motor (MY23),D,5,380 km,176 Wh/km,2013 kg,7.4 sec,415 km,67.0 kWh,116 kW,1500 kg,440 L,€127 /km,"€47,295"
Abarth,500e Convertible,B,4,225 km,168 Wh/km,1435 kg,7.0 sec,251 km,37.8 kWh,67 kW,0 kg,185 L,€182 /km,"€40,990"
Kia,PV5 Passenger 51.5 kWh (MY26),N,5,230 km,209 Wh/km,2065 kg,12.8 sec,257 km,48.0 kWh,75 kW,1500 kg,1330 L,€170 /km,"€38,290"
Volvo,C40 Recharge Single Motor (MY24),C,5,355 km,186 Wh/km,2065 kg,7.3 sec,368 km,66.0 kWh,85 kW,1500 kg,450 L,€145 /km,"€47,500"
Audi,S6 Sportback e-tron,E,5,555 km,171 Wh/km,2400 kg,3.9 sec,674 km,94.9 kWh,200 kW,2100 kg,529 L,€187 /km,"€99,500"
Toyota,Urban Cruiser 61.1 kWh,B,5,330 km,181 Wh/km,1835 kg,8.7 sec,307 km,59.8 kWh,60 kW,750 kg,238 L,€110 /km,"€36,990"
Genesis,GV60 Premium (MY22-24),C,5,390 km,190 Wh/km,1975 kg,7.8 sec,487 km,74.0 kWh,200 kW,1600 kg,432 L,€159 /km,"£53,905"
Hongqi,E-HS9 120 kWh,F,5,455 km,246 Wh/km,2850 kg,4.9 sec,418 km,112.0 kWh,110 kW,1500 kg,438 L,€187 /km,"€84,995"
Mercedes-Benz,EQE 350 4MATIC (MY24),E,5,515 km,176 Wh/km,2475 kg,6.3 sec,570 km,90.6 kWh,141 kW,1700 kg,430 L,€148 /km,"€74,149"
Škoda,Enyaq Coupe 60 (MY25),C,5,370 km,159 Wh/km,2006 kg,8.1 sec,429 km,59.0 kWh,110 kW,1000 kg,570 L,€124 /km,"€46,850"
Ford,Mustang Mach-E SR RWD (MY23.75),D,5,380 km,191 Wh/km,2179 kg,7.3 sec,404 km,72.6 kWh,100 kW,750 kg,619 L,€141 /km,"€55,800"
Polestar,2 Standard Range Single Motor (MY25),D,5,405 km,165 Wh/km,2020 kg,6.4 sec,460 km,67.0 kWh,110 kW,1500 kg,448 L,€120 /km,"€48,990"
Ford,Mustang Mach-E GT (MY25),D,5,435 km,209 Wh/km,2343 kg,3.8 sec,441 km,91.0 kWh,115 kW,750 kg,619 L,€168 /km,"€78,000"
Mercedes-Benz,CLA Shooting Brake 350 4MATIC,D,5,555 km,153 Wh/km,2155 kg,5.0 sec,720 km,85.0 kWh,235 kW,1800 kg,556 L,€116 /km,"€61,653"
Peugeot,iOn,A,4,85 km,171 Wh/km,1140 kg,15.9 sec,101 km,14.5 kWh,30 kW,0 kg,166 L,€328 /km,"€29,393"
Citroën,C-Zero,A,4,85 km,171 Wh/km,1140 kg,15.9 sec,101 km,14.5 kWh,30 kW,0 kg,166 L,€252 /km,"€21,800"
Porsche,Taycan Turbo,F,5,415 km,202 Wh/km,2380 kg,3.2 sec,528 km,83.7 kWh,216 kW,0 kg,450 L,€367 /km,"€156,348"
Citroën,ë-C4 X 54 kWh,C,5,330 km,154 Wh/km,1659 kg,9.3 sec,355 km,50.8 kWh,78 kW,0 kg,510 L,€119 /km,"€36,325"
Ford,e-Tourneo Custom L2 210 kW,N,8,235 km,272 Wh/km,2602 kg,8.0 sec,233 km,64.0 kWh,70 kW,2000 kg,672 L,€326 /km,"€76,517"
Opel,Mokka-e,B,5,255 km,182 Wh/km,1598 kg,9.0 sec,275 km,46.3 kWh,78 kW,0 kg,310 L,€135 /km,"€34,110"
Kia,e-Soul 64 kWh,B,5,370 km,173 Wh/km,1757 kg,7.9 sec,343 km,64.0 kWh,64 kW,0 kg,315 L,€107 /km,"€42,390"
Škoda,Enyaq Coupe 85 (MY24),C,5,460 km,167 Wh/km,2140 kg,6.7 sec,484 km,77.0 kWh,120 kW,1000 kg,570 L,€114 /km,"€51,150"
Lucid,Air Pure RWD (MY24-25),F,5,530 km,158 Wh/km,2145 kg,4.7 sec,615 km,84.0 kWh,140 kW,0 kg,910 L,€163 /km,"€85,000"
Porsche,Macan Turbo Electric (MY26),D,5,460 km,207 Wh/km,2480 kg,3.3 sec,544 km,95.0 kWh,200 kW,2500 kg,564 L,€253 /km,"€115,500"
Genesis,G80 Electrified Luxury (MY22-24),F,5,440 km,188 Wh/km,2325 kg,4.9 sec,507 km,82.5 kWh,160 kW,unknown,354 L,€170 /km,"€69,200"
Toyota,Urban Cruiser 48.8 kWh,B,5,270 km,177 Wh/km,1775 kg,9.6 sec,248 km,47.8 kWh,45 kW,750 kg,244 L,€117 /km,"€29,990"
Fiat,500e Cabrio 42 kWh,B,4,230 km,162 Wh/km,1405 kg,9.0 sec,251 km,37.3 kWh,67 kW,0 kg,185 L,€159 /km,"€37,990"
Mercedes-Benz,EQE SUV 500 4MATIC (MY23-24),E,5,455 km,211 Wh/km,2610 kg,4.9 sec,482 km,96.0 kWh,141 kW,1800 kg,520 L,€235 /km,"€99,841"
Audi,Q4 Sportback e-tron 40,C,5,340 km,174 Wh/km,2035 kg,8.1 sec,395 km,59.0 kWh,110 kW,1000 kg,520 L,€148 /km,"€48,150"
DS,Automobiles DS 3 E-Tense,B,5,300 km,169 Wh/km,1625 kg,9.0 sec,320 km,50.8 kWh,85 kW,0 kg,350 L,€135 /km,"€40,540"
MG,MG5 EV Long Range,C,5,340 km,169 Wh/km,1625 kg,7.7 sec,309 km,57.4 kWh,53 kW,0 kg,464 L,€98 /km,"£28,995"
Peugeot,e-408 58 kWh,C,5,350 km,167 Wh/km,1879 kg,7.2 sec,363 km,58.3 kWh,70 kW,0 kg,471 L,€124 /km,"€44,600"
Lotus,Eletre R,F,5,455 km,240 Wh/km,2725 kg,2.9 sec,559 km,109.0 kWh,259 kW,2250 kg,657 L,€326 /km,"€151,990"
Porsche,Taycan Turbo GT Weissach,F,2,475 km,204 Wh/km,2295 kg,2.2 sec,609 km,97.0 kWh,262 kW,0 kg,451 L,€494 /km,"€240,000"
Volkswagen,ID.7 GTX (MY26),E,5,500 km,172 Wh/km,2325 kg,5.5 sec,572 km,86.0 kWh,145 kW,1800 kg,532 L,€130 /km,"€63,265"
Nissan,LEAF e+ 62 kWh (MY19-22),C,5,345 km,171 Wh/km,1756 kg,7.3 sec,297 km,59.0 kWh,44 kW,0 kg,420 L,€112 /km,"€37,550"
Zeekr,X Privilege AWD (MY25),B,5,350 km,186 Wh/km,2035 kg,3.8 sec,394 km,65.0 kWh,114 kW,1600 kg,362 L,€139 /km,"€48,490"
Volkswagen,e-Up!,A,4,95 km,168 Wh/km,1214 kg,12.4 sec,104 km,16.0 kWh,30 kW,0 kg,250 L,€269 /km,"€26,900"
Audi,Q4 Sportback e-tron 50 quattro,C,5,400 km,192 Wh/km,2215 kg,6.2 sec,442 km,76.6 kWh,115 kW,1200 kg,535 L,€167 /km,"€59,900"
Mercedes-Benz,EQT 200 Standard,N,5,225 km,200 Wh/km,1867 kg,12.6 sec,225 km,45.0 kWh,50 kW,1500 kg,551 L,€200 /km,"€39,623"
Audi,Q4 e-tron 45 quattro,C,5,395 km,195 Wh/km,2235 kg,6.6 sec,437 km,77.0 kWh,120 kW,1200 kg,520 L,€142 /km,"€54,950"
Audi,SQ6 SUV e-tron,D,5,470 km,202 Wh/km,2425 kg,4.3 sec,559 km,94.9 kWh,200 kW,2400 kg,578 L,€214 /km,"€93,800"
Citroën,ë-Berlingo M 50 kWh,N,5,235 km,213 Wh/km,1811 kg,11.7 sec,246 km,50.0 kWh,80 kW,750 kg,775 L,€160 /km,"€36,940"
Mercedes-Benz,EQE 300 (MY24),E,5,525 km,170 Wh/km,2405 kg,7.3 sec,566 km,89.0 kWh,120 kW,750 kg,430 L,€131 /km,"€67,187"
Polestar,2 Long Range Performance (MY23),D,5,385 km,195 Wh/km,2188 kg,4.4 sec,409 km,75.0 kWh,108 kW,1500 kg,440 L,€162 /km,"€61,495"
Porsche,Taycan 4 Cross Turismo,F,5,510 km,190 Wh/km,2355 kg,4.7 sec,655 km,97.0 kWh,262 kW,0 kg,530 L,€225 /km,"€113,100"
Smart,#5 Pro (MY25),D,5,370 km,201 Wh/km,2275 kg,6.9 sec,395 km,74.4 kWh,110 kW,1600 kg,702 L,€126 /km,"€45,900"
Kia,EV9 99.8 kWh AWD GT,F,7,420 km,229 Wh/km,2648 kg,4.6 sec,468 km,96.0 kWh,194 kW,2500 kg,385 L,€217 /km,"€89,990"
DS,Automobiles N°4 E-Tense,C,5,370 km,158 Wh/km,1867 kg,7.1 sec,388 km,58.3 kWh,70 kW,0 kg,390 L,€115 /km,"€45,900"
Kia,e-Soul 64 kWh,B,5,370 km,173 Wh/km,1757 kg,7.9 sec,343 km,64.0 kWh,64 kW,0 kg,315 L,€113 /km,"€36,837"
Lotus,Eletre 600,F,5,495 km,220 Wh/km,2565 kg,4.5 sec,604 km,109.0 kWh,259 kW,2250 kg,657 L,€203 /km,"€99,990"
Lucid,Air Pure RWD (MY26),F,5,580 km,152 Wh/km,2145 kg,4.7 sec,668 km,88.0 kWh,150 kW,0 kg,910 L,€151 /km,"€85,900"
Renault,Zoe R90,B,5,255 km,161 Wh/km,1548 kg,13.2 sec,182 km,41.0 kWh,0 kW,0 kg,338 L,€131 /km,"€34,100"
Volkswagen,ID.3 Pro S - 4 Seats,C,4,450 km,171 Wh/km,1935 kg,7.9 sec,488 km,77.0 kWh,115 kW,0 kg,385 L,€123 /km,"€56,500"
Ford,Mustang Mach-E ER RWD (MY25),D,5,475 km,185 Wh/km,2161 kg,6.1 sec,482 km,88.0 kWh,105 kW,1500 kg,619 L,€128 /km,"€59,200"
Lotus,Emeya 900,F,5,465 km,213 Wh/km,2650 kg,2.8 sec,586 km,98.9 kWh,240 kW,1225 kg,543 L,€320 /km,"€145,990"
Polestar,3 Dual Motor (MY26),E,5,500 km,204 Wh/km,2565 kg,4.7 sec,590 km,102.0 kWh,200 kW,2200 kg,508 L,€179 /km,"£77,990"
Tesla,Model X Long Range,F,7,435 km,218 Wh/km,2533 kg,4.9 sec,434 km,95.0 kWh,100 kW,2250 kg,unknown,€216 /km,"€91,000"
Volkswagen,ID.3 Pure Performance,C,5,275 km,164 Wh/km,1781 kg,8.9 sec,300 km,45.0 kWh,72 kW,0 kg,385 L,€128 /km,"€37,990"
Audi,Q6 Sportback e-tron performance,D,5,510 km,186 Wh/km,2275 kg,6.6 sec,597 km,94.9 kWh,190 kW,2000 kg,575 L,€144 /km,"€71,200"
Škoda,Enyaq RS (MY25),C,5,460 km,172 Wh/km,2236 kg,5.4 sec,520 km,79.0 kWh,135 kW,1200 kg,585 L,€127 /km,"€58,600"
Tesla,Model S 90D,F,5,445 km,192 Wh/km,2184 kg,4.4 sec,443 km,85.5 kWh,90 kW,unknown,895 L,€222 /km,"€98,000"
Škoda,Enyaq RS (MY24),C,5,435 km,177 Wh/km,2251 kg,5.5 sec,480 km,77.0 kWh,120 kW,1200 kg,585 L,€140 /km,"€61,050"
Mercedes-Benz,EQA 350 4MATIC,C,5,350 km,190 Wh/km,2105 kg,6.0 sec,359 km,66.5 kWh,100 kW,1800 kg,340 L,€177 /km,"€56,424"
Polestar,2 Long Range Performance (MY26),D,5,450 km,176 Wh/km,2180 kg,4.2 sec,507 km,79.0 kWh,125 kW,1500 kg,448 L,€142 /km,"€63,490"
Suzuki,e VITARA 49 kWh 2WD,B,5,270 km,177 Wh/km,1775 kg,9.6 sec,248 km,47.8 kWh,45 kW,750 kg,238 L,€123 /km,"€31,995"
Tesla,Model X P90D,F,7,375 km,228 Wh/km,2514 kg,4.0 sec,366 km,85.5 kWh,90 kW,unknown,unknown,€353 /km,"€131,300"
Porsche,Taycan Plus,F,5,475 km,176 Wh/km,2205 kg,5.4 sec,605 km,83.7 kWh,216 kW,0 kg,491 L,€200 /km,"€94,123"
Mercedes-Benz,EQS 350,F,5,540 km,168 Wh/km,2390 kg,6.6 sec,601 km,90.6 kWh,141 kW,750 kg,610 L,€175 /km,"€97,806"
Smart,#1 Pulse,B,5,325 km,191 Wh/km,1975 kg,4.5 sec,357 km,62.0 kWh,100 kW,1600 kg,328 L,€137 /km,"€46,490"
Porsche,Taycan Turbo Cross Turismo,F,5,495 km,196 Wh/km,2395 kg,2.8 sec,636 km,97.0 kWh,262 kW,0 kg,489 L,€348 /km,"€177,000"
Porsche,Macan GTS Electric (MY26),D,5,455 km,209 Wh/km,2470 kg,3.8 sec,544 km,95.0 kWh,200 kW,unknown,560 L,€232 /km,"€104,200"
Genesis,GV70 Electrified Sport (MY22-24),D,5,350 km,211 Wh/km,2310 kg,4.2 sec,432 km,74.0 kWh,190 kW,1800 kg,528 L,€203 /km,"€67,300"
Volvo,C40 Recharge Single Motor ER (MY24),C,5,420 km,188 Wh/km,2095 kg,7.3 sec,459 km,79.0 kWh,125 kW,1500 kg,450 L,€128 /km,"€54,450"
Opel,Mokka-e 54 kWh,B,5,290 km,175 Wh/km,1598 kg,9.0 sec,304 km,50.8 kWh,85 kW,0 kg,310 L,€144 /km,"€44,720"
Škoda,Enyaq Coupe iV 80 (MY23),C,5,445 km,173 Wh/km,2119 kg,8.7 sec,473 km,77.0 kWh,125 kW,1000 kg,575 L,€118 /km,"€54,400"
Mercedes-Benz,EQE 500 4MATIC (MY23),E,5,505 km,179 Wh/km,2485 kg,4.7 sec,555 km,90.6 kWh,141 kW,750 kg,430 L,€200 /km,"€88,215"
Hyundai,IONIQ 5 Standard Range AWD (MY21),C,5,290 km,186 Wh/km,2015 kg,6.1 sec,359 km,54.0 kWh,140 kW,unknown,555 L,€158 /km,"€45,900"
Mercedes-Benz,EQA 250+,C,5,420 km,168 Wh/km,2045 kg,8.6 sec,414 km,70.5 kWh,90 kW,750 kg,340 L,€129 /km,"€52,205"
Polestar,2 Standard Range Single Motor (MY24),D,5,405 km,165 Wh/km,2019 kg,6.4 sec,426 km,67.0 kWh,85 kW,1500 kg,446 L,€118 /km,"€46,275"
Kia,EV9 76.1 kWh RWD,F,7,350 km,209 Wh/km,2387 kg,8.5 sec,414 km,73.0 kWh,160 kW,900 kg,423 L,€174 /km,"€61,990"
Volkswagen,ID.5 Pro Performance,C,5,430 km,179 Wh/km,2118 kg,8.4 sec,454 km,77.0 kWh,125 kW,1000 kg,549 L,€128 /km,"€48,970"
Audi,Q4 Sportback e-tron 55 quattro,C,5,415 km,186 Wh/km,2235 kg,5.4 sec,457 km,77.0 kWh,120 kW,1200 kg,535 L,€157 /km,"€61,000"
Renault,Scenic E-Tech EV60 170hp,C,5,340 km,176 Wh/km,1822 kg,8.6 sec,354 km,60.0 kWh,75 kW,1100 kg,545 L,€124 /km,"€41,400"
Škoda,Enyaq Coupe RS (MY25),C,5,470 km,168 Wh/km,2239 kg,5.4 sec,534 km,79.0 kWh,135 kW,1200 kg,570 L,€129 /km,"€60,850"
Zeekr,001 Privilege AWD,E,5,480 km,196 Wh/km,2410 kg,3.8 sec,521 km,94.0 kWh,135 kW,2000 kg,539 L,€145 /km,"€69,490"
Volkswagen,ID.4 Pro 4MOTION (MY26),C,5,435 km,177 Wh/km,2231 kg,6.6 sec,477 km,77.0 kWh,120 kW,1200 kg,543 L,€117 /km,"€49,020"
Volkswagen,e-Up!,A,4,100 km,160 Wh/km,1229 kg,12.4 sec,111 km,16.0 kWh,30 kW,0 kg,250 L,€235 /km,"€22,975"
JAC,iEV7s,B,5,225 km,173 Wh/km,1535 kg,12.0 sec,200 km,39.0 kWh,30 kW,unknown,250 L,€133 /km,"€29,900"
Peugeot,e-3008 73 kWh Dual Motor,C,5,365 km,200 Wh/km,2337 kg,6.0 sec,388 km,73.0 kWh,90 kW,1350 kg,588 L,€166 /km,"€60,000"
Škoda,Enyaq Coupe RS (MY24),C,5,450 km,171 Wh/km,2258 kg,5.5 sec,493 km,77.0 kWh,120 kW,1200 kg,570 L,€140 /km,"€63,300"
Volvo,EC40 Single Motor (MY25),C,5,360 km,186 Wh/km,2057 kg,7.3 sec,399 km,67.0 kWh,110 kW,1500 kg,435 L,€152 /km,"€52,690"
Volvo,ES90 Twin Motor Performance (MY26),F,5,530 km,192 Wh/km,2628 kg,4.0 sec,635 km,102.0 kWh,200 kW,2000 kg,468 L,€180 /km,"€94,490"
Volvo,EX40 Twin Motor (MY26),C,5,385 km,205 Wh/km,2170 kg,4.8 sec,419 km,79.0 kWh,125 kW,1800 kg,441 L,€151 /km,"€59,590"
Polestar,3 Performance (MY26),E,5,460 km,222 Wh/km,2600 kg,3.9 sec,539 km,102.0 kWh,200 kW,2200 kg,508 L,€230 /km,"£91,990"
Tesla,Model S 60,F,5,345 km,180 Wh/km,2102 kg,5.8 sec,370 km,62.0 kWh,95 kW,unknown,895 L,€221 /km,"€69,019"
Tesla,Model X Ludicrous Performance,F,7,420 km,226 Wh/km,2572 kg,3.0 sec,413 km,95.0 kWh,100 kW,2250 kg,unknown,€274 /km,"€112,700"
Tesla,Model S Standard Range,F,5,420 km,173 Wh/km,2183 kg,4.2 sec,416 km,72.5 kWh,80 kW,0 kg,894 L,€201 /km,"€86,800"
Porsche,Taycan 4S Cross Turismo,F,5,510 km,190 Wh/km,2355 kg,3.8 sec,655 km,97.0 kWh,262 kW,0 kg,530 L,€245 /km,"€126,400"
Smart,#5 Pulse (MY25),D,5,455 km,207 Wh/km,2420 kg,4.9 sec,563 km,94.0 kWh,230 kW,1600 kg,677 L,€123 /km,"€55,400"
Hongqi,E-HS7 111 kWh Long Range,E,5,455 km,209 Wh/km,2458 kg,6.3 sec,535 km,95.3 kWh,210 kW,1500 kg,705 L,€121 /km,"€54,995"
Audi,e-tron 55 quattro,E,5,365 km,237 Wh/km,2595 kg,5.7 sec,384 km,86.5 kWh,146 kW,1800 kg,660 L,€213 /km,"€79,445"
Jaguar,I-Pace EV320,D,5,380 km,223 Wh/km,2244 kg,6.4 sec,354 km,84.7 kWh,85 kW,750 kg,505 L,€186 /km,"€75,351"
Škoda,Enyaq Coupe iV RS (MY22-23),C,5,430 km,179 Wh/km,2253 kg,6.5 sec,471 km,77.0 kWh,115 kW,1200 kg,575 L,€146 /km,"€63,300"
BYD,DOLPHIN 44.9 kWh Boost (MY24),C,5,260 km,173 Wh/km,1700 kg,8.0 sec,249 km,44.9 kWh,50 kW,0 kg,345 L,€124 /km,"€32,990"
Ford,Mustang Mach-E ER RWD (MY23.75),D,5,480 km,190 Wh/km,2160 kg,7.0 sec,489 km,91.0 kWh,115 kW,1500 kg,619 L,€126 /km,"€58,500"
BMW,i5 xDrive40 Sedan,E,5,455 km,178 Wh/km,2355 kg,5.4 sec,522 km,81.2 kWh,136 kW,2000 kg,490 L,€172 /km,"€75,600"
Peugeot,e-Rifter M 50 kWh,N,5,235 km,213 Wh/km,1830 kg,11.7 sec,246 km,50.0 kWh,80 kW,750 kg,775 L,€166 /km,"€38,440"
